// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1/" /p:OutDir="C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1\bin\Release\net10.0/" /p:OutputPath="C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1\bin\Release\net10.0/" /p:PublishDir="C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1\publish/" in C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1
// command took 4.85 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1/" /p:OutDir="C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1\bin\Release\net10.0/" /p:OutputPath="C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1\bin\Release\net10.0/" /p:PublishDir="C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1\publish/" --output "C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1\bin\Release\net10.0/" in C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1
// command took 13.23 sec and exited with 0
// ***** Done, took 00:00:18 (18.5 sec)   *****
// Found 2 benchmarks:
//   CoffeeBench.UseSplit: DefaultJob
//   CoffeeBench.UseSpan: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
WorkloadWarmup   4: 33554432 op, 751325900.00 ns, 22.3913 ns/op
WorkloadWarmup   5: 33554432 op, 743467300.00 ns, 22.1571 ns/op
WorkloadWarmup   6: 33554432 op, 765653400.00 ns, 22.8182 ns/op
WorkloadWarmup   7: 33554432 op, 751752900.00 ns, 22.4040 ns/op

// BeforeActualRun
WorkloadActual   1: 33554432 op, 750597600.00 ns, 22.3696 ns/op
WorkloadActual   2: 33554432 op, 762078200.00 ns, 22.7117 ns/op
WorkloadActual   3: 33554432 op, 739630700.00 ns, 22.0427 ns/op
WorkloadActual   4: 33554432 op, 775505700.00 ns, 23.1119 ns/op
WorkloadActual   5: 33554432 op, 742484300.00 ns, 22.1278 ns/op
WorkloadActual   6: 33554432 op, 737459700.00 ns, 21.9780 ns/op
WorkloadActual   7: 33554432 op, 795321900.00 ns, 23.7024 ns/op
WorkloadActual   8: 33554432 op, 749863800.00 ns, 22.3477 ns/op
WorkloadActual   9: 33554432 op, 900653900.00 ns, 26.8416 ns/op
WorkloadActual  10: 33554432 op, 854345000.00 ns, 25.4615 ns/op
WorkloadActual  11: 33554432 op, 752887500.00 ns, 22.4378 ns/op
WorkloadActual  12: 33554432 op, 724654300.00 ns, 21.5964 ns/op
WorkloadActual  13: 33554432 op, 774152900.00 ns, 23.0716 ns/op
WorkloadActual  14: 33554432 op, 745584300.00 ns, 22.2201 ns/op
WorkloadActual  15: 33554432 op, 1199353800.00 ns, 35.7435 ns/op
WorkloadActual  16: 33554432 op, 778557700.00 ns, 23.2028 ns/op
WorkloadActual  17: 33554432 op, 764430700.00 ns, 22.7818 ns/op
WorkloadActual  18: 33554432 op, 793414600.00 ns, 23.6456 ns/op
WorkloadActual  19: 33554432 op, 729776300.00 ns, 21.7490 ns/op
WorkloadActual  20: 33554432 op, 859141500.00 ns, 25.6044 ns/op
WorkloadActual  21: 33554432 op, 957617500.00 ns, 28.5392 ns/op
WorkloadActual  22: 33554432 op, 930866400.00 ns, 27.7420 ns/op
WorkloadActual  23: 33554432 op, 974042400.00 ns, 29.0287 ns/op
WorkloadActual  24: 33554432 op, 831900200.00 ns, 24.7926 ns/op
WorkloadActual  25: 33554432 op, 767765100.00 ns, 22.8812 ns/op
WorkloadActual  26: 33554432 op, 825755200.00 ns, 24.6094 ns/op
WorkloadActual  27: 33554432 op, 838771100.00 ns, 24.9973 ns/op
WorkloadActual  28: 33554432 op, 832232400.00 ns, 24.8025 ns/op
WorkloadActual  29: 33554432 op, 789156800.00 ns, 23.5187 ns/op
WorkloadActual  30: 33554432 op, 741187900.00 ns, 22.0891 ns/op
WorkloadActual  31: 33554432 op, 792289500.00 ns, 23.6121 ns/op
WorkloadActual  32: 33554432 op, 758418300.00 ns, 22.6026 ns/op
WorkloadActual  33: 33554432 op, 755306800.00 ns, 22.5099 ns/op
WorkloadActual  34: 33554432 op, 778778500.00 ns, 23.2094 ns/op
WorkloadActual  35: 33554432 op, 859326300.00 ns, 25.6099 ns/op
WorkloadActual  36: 33554432 op, 822889400.00 ns, 24.5240 ns/op
WorkloadActual  37: 33554432 op, 754879400.00 ns, 22.4972 ns/op
WorkloadActual  38: 33554432 op, 742881200.00 ns, 22.1396 ns/op
WorkloadActual  39: 33554432 op, 787091000.00 ns, 23.4571 ns/op
WorkloadActual  40: 33554432 op, 797853700.00 ns, 23.7779 ns/op
WorkloadActual  41: 33554432 op, 846315200.00 ns, 25.2222 ns/op
WorkloadActual  42: 33554432 op, 876097700.00 ns, 26.1097 ns/op
WorkloadActual  43: 33554432 op, 784889100.00 ns, 23.3915 ns/op
WorkloadActual  44: 33554432 op, 723702200.00 ns, 21.5680 ns/op
WorkloadActual  45: 33554432 op, 792109300.00 ns, 23.6067 ns/op
WorkloadActual  46: 33554432 op, 770169000.00 ns, 22.9528 ns/op
WorkloadActual  47: 33554432 op, 766857500.00 ns, 22.8541 ns/op
WorkloadActual  48: 33554432 op, 752604200.00 ns, 22.4294 ns/op
WorkloadActual  49: 33554432 op, 735490100.00 ns, 21.9193 ns/op
WorkloadActual  50: 33554432 op, 797594900.00 ns, 23.7702 ns/op
WorkloadActual  51: 33554432 op, 747894100.00 ns, 22.2890 ns/op
WorkloadActual  52: 33554432 op, 740578600.00 ns, 22.0710 ns/op
WorkloadActual  53: 33554432 op, 1060078800.00 ns, 31.5928 ns/op
WorkloadActual  54: 33554432 op, 1042159300.00 ns, 31.0588 ns/op
WorkloadActual  55: 33554432 op, 1036382600.00 ns, 30.8866 ns/op
WorkloadActual  56: 33554432 op, 1052233400.00 ns, 31.3590 ns/op
WorkloadActual  57: 33554432 op, 1201971500.00 ns, 35.8215 ns/op
WorkloadActual  58: 33554432 op, 892744600.00 ns, 26.6059 ns/op
WorkloadActual  59: 33554432 op, 1052544900.00 ns, 31.3683 ns/op
WorkloadActual  60: 33554432 op, 1084291000.00 ns, 32.3144 ns/op
WorkloadActual  61: 33554432 op, 1205217000.00 ns, 35.9183 ns/op
WorkloadActual  62: 33554432 op, 944527800.00 ns, 28.1491 ns/op
WorkloadActual  63: 33554432 op, 780682500.00 ns, 23.2662 ns/op
WorkloadActual  64: 33554432 op, 792880300.00 ns, 23.6297 ns/op
WorkloadActual  65: 33554432 op, 727813100.00 ns, 21.6905 ns/op
WorkloadActual  66: 33554432 op, 933616600.00 ns, 27.8239 ns/op
WorkloadActual  67: 33554432 op, 1147448700.00 ns, 34.1966 ns/op
WorkloadActual  68: 33554432 op, 1061473400.00 ns, 31.6344 ns/op
WorkloadActual  69: 33554432 op, 1043677400.00 ns, 31.1040 ns/op
WorkloadActual  70: 33554432 op, 1148906500.00 ns, 34.2401 ns/op
WorkloadActual  71: 33554432 op, 891290100.00 ns, 26.5625 ns/op
WorkloadActual  72: 33554432 op, 765941200.00 ns, 22.8268 ns/op
WorkloadActual  73: 33554432 op, 795869900.00 ns, 23.7188 ns/op
WorkloadActual  74: 33554432 op, 733584600.00 ns, 21.8625 ns/op
WorkloadActual  75: 33554432 op, 734024600.00 ns, 21.8756 ns/op
WorkloadActual  76: 33554432 op, 791607200.00 ns, 23.5917 ns/op
WorkloadActual  77: 33554432 op, 767657000.00 ns, 22.8780 ns/op
WorkloadActual  78: 33554432 op, 835772400.00 ns, 24.9080 ns/op
WorkloadActual  79: 33554432 op, 844739800.00 ns, 25.1752 ns/op
WorkloadActual  80: 33554432 op, 863519800.00 ns, 25.7349 ns/op
WorkloadActual  81: 33554432 op, 873418900.00 ns, 26.0299 ns/op
WorkloadActual  82: 33554432 op, 852008600.00 ns, 25.3918 ns/op
WorkloadActual  83: 33554432 op, 869008000.00 ns, 25.8985 ns/op
WorkloadActual  84: 33554432 op, 1143158700.00 ns, 34.0688 ns/op
WorkloadActual  85: 33554432 op, 880112400.00 ns, 26.2294 ns/op
WorkloadActual  86: 33554432 op, 865615900.00 ns, 25.7974 ns/op
WorkloadActual  87: 33554432 op, 744031800.00 ns, 22.1739 ns/op
WorkloadActual  88: 33554432 op, 785956000.00 ns, 23.4233 ns/op
WorkloadActual  89: 33554432 op, 767392700.00 ns, 22.8701 ns/op
WorkloadActual  90: 33554432 op, 739981500.00 ns, 22.0532 ns/op
WorkloadActual  91: 33554432 op, 823229500.00 ns, 24.5342 ns/op
WorkloadActual  92: 33554432 op, 784946400.00 ns, 23.3932 ns/op
WorkloadActual  93: 33554432 op, 751364600.00 ns, 22.3924 ns/op
WorkloadActual  94: 33554432 op, 874628100.00 ns, 26.0659 ns/op
WorkloadActual  95: 33554432 op, 967248600.00 ns, 28.8263 ns/op
WorkloadActual  96: 33554432 op, 913004500.00 ns, 27.2097 ns/op
WorkloadActual  97: 33554432 op, 926786000.00 ns, 27.6204 ns/op
WorkloadActual  98: 33554432 op, 1217669000.00 ns, 36.2894 ns/op
WorkloadActual  99: 33554432 op, 1286461000.00 ns, 38.3395 ns/op
WorkloadActual  100: 33554432 op, 1308630700.00 ns, 39.0002 ns/op

// AfterActualRun
WorkloadResult   1: 33554432 op, 590731200.00 ns, 17.6052 ns/op
WorkloadResult   2: 33554432 op, 602211800.00 ns, 17.9473 ns/op
WorkloadResult   3: 33554432 op, 579764300.00 ns, 17.2783 ns/op
WorkloadResult   4: 33554432 op, 615639300.00 ns, 18.3475 ns/op
WorkloadResult   5: 33554432 op, 582617900.00 ns, 17.3634 ns/op
WorkloadResult   6: 33554432 op, 577593300.00 ns, 17.2136 ns/op
WorkloadResult   7: 33554432 op, 635455500.00 ns, 18.9380 ns/op
WorkloadResult   8: 33554432 op, 589997400.00 ns, 17.5833 ns/op
WorkloadResult   9: 33554432 op, 740787500.00 ns, 22.0772 ns/op
WorkloadResult  10: 33554432 op, 694478600.00 ns, 20.6971 ns/op
WorkloadResult  11: 33554432 op, 593021100.00 ns, 17.6734 ns/op
WorkloadResult  12: 33554432 op, 564787900.00 ns, 16.8320 ns/op
WorkloadResult  13: 33554432 op, 614286500.00 ns, 18.3072 ns/op
WorkloadResult  14: 33554432 op, 585717900.00 ns, 17.4558 ns/op
WorkloadResult  15: 33554432 op, 618691300.00 ns, 18.4384 ns/op
WorkloadResult  16: 33554432 op, 604564300.00 ns, 18.0174 ns/op
WorkloadResult  17: 33554432 op, 633548200.00 ns, 18.8812 ns/op
WorkloadResult  18: 33554432 op, 569909900.00 ns, 16.9846 ns/op
WorkloadResult  19: 33554432 op, 699275100.00 ns, 20.8400 ns/op
WorkloadResult  20: 33554432 op, 797751100.00 ns, 23.7748 ns/op
WorkloadResult  21: 33554432 op, 771000000.00 ns, 22.9776 ns/op
WorkloadResult  22: 33554432 op, 814176000.00 ns, 24.2643 ns/op
WorkloadResult  23: 33554432 op, 672033800.00 ns, 20.0282 ns/op
WorkloadResult  24: 33554432 op, 607898700.00 ns, 18.1168 ns/op
WorkloadResult  25: 33554432 op, 665888800.00 ns, 19.8450 ns/op
WorkloadResult  26: 33554432 op, 678904700.00 ns, 20.2329 ns/op
WorkloadResult  27: 33554432 op, 672366000.00 ns, 20.0381 ns/op
WorkloadResult  28: 33554432 op, 629290400.00 ns, 18.7543 ns/op
WorkloadResult  29: 33554432 op, 581321500.00 ns, 17.3247 ns/op
WorkloadResult  30: 33554432 op, 632423100.00 ns, 18.8477 ns/op
WorkloadResult  31: 33554432 op, 598551900.00 ns, 17.8382 ns/op
WorkloadResult  32: 33554432 op, 595440400.00 ns, 17.7455 ns/op
WorkloadResult  33: 33554432 op, 618912100.00 ns, 18.4450 ns/op
WorkloadResult  34: 33554432 op, 699459900.00 ns, 20.8455 ns/op
WorkloadResult  35: 33554432 op, 663023000.00 ns, 19.7596 ns/op
WorkloadResult  36: 33554432 op, 595013000.00 ns, 17.7328 ns/op
WorkloadResult  37: 33554432 op, 583014800.00 ns, 17.3752 ns/op
WorkloadResult  38: 33554432 op, 627224600.00 ns, 18.6927 ns/op
WorkloadResult  39: 33554432 op, 637987300.00 ns, 19.0135 ns/op
WorkloadResult  40: 33554432 op, 686448800.00 ns, 20.4578 ns/op
WorkloadResult  41: 33554432 op, 716231300.00 ns, 21.3454 ns/op
WorkloadResult  42: 33554432 op, 625022700.00 ns, 18.6271 ns/op
WorkloadResult  43: 33554432 op, 563835800.00 ns, 16.8036 ns/op
WorkloadResult  44: 33554432 op, 632242900.00 ns, 18.8423 ns/op
WorkloadResult  45: 33554432 op, 610302600.00 ns, 18.1884 ns/op
WorkloadResult  46: 33554432 op, 606991100.00 ns, 18.0897 ns/op
WorkloadResult  47: 33554432 op, 592737800.00 ns, 17.6650 ns/op
WorkloadResult  48: 33554432 op, 575623700.00 ns, 17.1549 ns/op
WorkloadResult  49: 33554432 op, 637728500.00 ns, 19.0058 ns/op
WorkloadResult  50: 33554432 op, 588027700.00 ns, 17.5246 ns/op
WorkloadResult  51: 33554432 op, 580712200.00 ns, 17.3066 ns/op
WorkloadResult  52: 33554432 op, 900212400.00 ns, 26.8284 ns/op
WorkloadResult  53: 33554432 op, 882292900.00 ns, 26.2944 ns/op
WorkloadResult  54: 33554432 op, 876516200.00 ns, 26.1222 ns/op
WorkloadResult  55: 33554432 op, 892367000.00 ns, 26.5946 ns/op
WorkloadResult  56: 33554432 op, 732878200.00 ns, 21.8415 ns/op
WorkloadResult  57: 33554432 op, 892678500.00 ns, 26.6039 ns/op
WorkloadResult  58: 33554432 op, 924424600.00 ns, 27.5500 ns/op
WorkloadResult  59: 33554432 op, 784661400.00 ns, 23.3847 ns/op
WorkloadResult  60: 33554432 op, 620816100.00 ns, 18.5018 ns/op
WorkloadResult  61: 33554432 op, 633013900.00 ns, 18.8653 ns/op
WorkloadResult  62: 33554432 op, 567946700.00 ns, 16.9261 ns/op
WorkloadResult  63: 33554432 op, 773750200.00 ns, 23.0596 ns/op
WorkloadResult  64: 33554432 op, 901607000.00 ns, 26.8700 ns/op
WorkloadResult  65: 33554432 op, 883811000.00 ns, 26.3396 ns/op
WorkloadResult  66: 33554432 op, 731423700.00 ns, 21.7981 ns/op
WorkloadResult  67: 33554432 op, 606074800.00 ns, 18.0624 ns/op
WorkloadResult  68: 33554432 op, 636003500.00 ns, 18.9544 ns/op
WorkloadResult  69: 33554432 op, 573718200.00 ns, 17.0981 ns/op
WorkloadResult  70: 33554432 op, 574158200.00 ns, 17.1112 ns/op
WorkloadResult  71: 33554432 op, 631740800.00 ns, 18.8273 ns/op
WorkloadResult  72: 33554432 op, 607790600.00 ns, 18.1136 ns/op
WorkloadResult  73: 33554432 op, 675906000.00 ns, 20.1436 ns/op
WorkloadResult  74: 33554432 op, 684873400.00 ns, 20.4108 ns/op
WorkloadResult  75: 33554432 op, 703653400.00 ns, 20.9705 ns/op
WorkloadResult  76: 33554432 op, 713552500.00 ns, 21.2655 ns/op
WorkloadResult  77: 33554432 op, 692142200.00 ns, 20.6274 ns/op
WorkloadResult  78: 33554432 op, 709141600.00 ns, 21.1341 ns/op
WorkloadResult  79: 33554432 op, 720246000.00 ns, 21.4650 ns/op
WorkloadResult  80: 33554432 op, 705749500.00 ns, 21.0330 ns/op
WorkloadResult  81: 33554432 op, 584165400.00 ns, 17.4095 ns/op
WorkloadResult  82: 33554432 op, 626089600.00 ns, 18.6589 ns/op
WorkloadResult  83: 33554432 op, 607526300.00 ns, 18.1057 ns/op
WorkloadResult  84: 33554432 op, 580115100.00 ns, 17.2888 ns/op
WorkloadResult  85: 33554432 op, 663363100.00 ns, 19.7698 ns/op
WorkloadResult  86: 33554432 op, 625080000.00 ns, 18.6288 ns/op
WorkloadResult  87: 33554432 op, 591498200.00 ns, 17.6280 ns/op
WorkloadResult  88: 33554432 op, 714761700.00 ns, 21.3016 ns/op
WorkloadResult  89: 33554432 op, 807382200.00 ns, 24.0619 ns/op
WorkloadResult  90: 33554432 op, 753138100.00 ns, 22.4453 ns/op
WorkloadResult  91: 33554432 op, 766919600.00 ns, 22.8560 ns/op
// GC:  449 0 0 1879048192 33554432
// Threading:  0 0 33554432

// AfterAll
// Benchmark Process 11692 has exited with code 0.

Mean = 19.913 ns, StdErr = 0.294 ns (1.48%), N = 91, StdDev = 2.809 ns
Min = 16.804 ns, Q1 = 17.739 ns, Median = 18.848 ns, Q3 = 21.200 ns, Max = 27.550 ns
IQR = 3.461 ns, LowerFence = 12.548 ns, UpperFence = 26.391 ns
ConfidenceInterval = [18.911 ns; 20.915 ns] (CI 99.9%), Margin = 1.002 ns (5.03% of Mean)
Skewness = 1.17, Kurtosis = 3.45, MValue = 2.18

// ** Remained 0 (0.0%) benchmark(s) to run. Estimated finish 2026-04-19 11:16 (0h 0m from now) **
Successfully reverted power plan (GUID: 49ef8fc0-bb7f-488e-b6a0-f1fc77ec649b FriendlyName: Dell)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\CoffeeBench-report.csv
  BenchmarkDotNet.Artifacts\results\CoffeeBench-report-github.md
  BenchmarkDotNet.Artifacts\results\CoffeeBench-report.html

// * Detailed results *
CoffeeBench.UseSplit: DefaultJob
Runtime = .NET 10.0.6 (10.0.6, 10.0.626.17701), X64 RyuJIT x86-64-v3; GC = Concurrent Workstation
Mean = 57.785 ns, StdErr = 0.362 ns (0.63%), N = 70, StdDev = 3.031 ns
Min = 51.400 ns, Q1 = 55.906 ns, Median = 57.507 ns, Q3 = 59.690 ns, Max = 65.168 ns
IQR = 3.783 ns, LowerFence = 50.231 ns, UpperFence = 65.365 ns
ConfidenceInterval = [56.540 ns; 59.030 ns] (CI 99.9%), Margin = 1.245 ns (2.15% of Mean)
Skewness = 0.31, Kurtosis = 2.88, MValue = 2
-------------------- Histogram --------------------
[50.435 ns ; 51.870 ns) | @
[51.870 ns ; 54.067 ns) | @@@@@@
[54.067 ns ; 56.108 ns) | @@@@@@@@@@@
[56.108 ns ; 58.039 ns) | @@@@@@@@@@@@@@@@@@@@@@@
[58.039 ns ; 60.379 ns) | @@@@@@@@@@@@@@@@@@
[60.379 ns ; 63.299 ns) | @@@@@@
[63.299 ns ; 65.230 ns) | @@@@@
---------------------------------------------------

CoffeeBench.UseSpan: DefaultJob
Runtime = .NET 10.0.6 (10.0.6, 10.0.626.17701), X64 RyuJIT x86-64-v3; GC = Concurrent Workstation
Mean = 19.913 ns, StdErr = 0.294 ns (1.48%), N = 91, StdDev = 2.809 ns
Min = 16.804 ns, Q1 = 17.739 ns, Median = 18.848 ns, Q3 = 21.200 ns, Max = 27.550 ns
IQR = 3.461 ns, LowerFence = 12.548 ns, UpperFence = 26.391 ns
ConfidenceInterval = [18.911 ns; 20.915 ns] (CI 99.9%), Margin = 1.002 ns (5.03% of Mean)
Skewness = 1.17, Kurtosis = 3.45, MValue = 2.18
-------------------- Histogram --------------------
[15.984 ns ; 17.260 ns) | @@@@@@@@
[17.260 ns ; 18.899 ns) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[18.899 ns ; 19.733 ns) | @@@@
[19.733 ns ; 21.372 ns) | @@@@@@@@@@@@@@@@@@@
[21.372 ns ; 23.411 ns) | @@@@@@@@@
[23.411 ns ; 24.839 ns) | @@@
[24.839 ns ; 26.016 ns) | 
[26.016 ns ; 27.656 ns) | @@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet v0.15.8, Windows 11 (10.0.26200.8246/25H2/2025Update/HudsonValley2)
Intel Core i7-8550U CPU 1.80GHz (Max: 1.99GHz) (Kaby Lake R), 1 CPU, 8 logical and 4 physical cores
.NET SDK 10.0.202
  [Host]     : .NET 10.0.6 (10.0.6, 10.0.626.17701), X64 RyuJIT x86-64-v3
  DefaultJob : .NET 10.0.6 (10.0.6, 10.0.626.17701), X64 RyuJIT x86-64-v3


| Method   | Mean     | Error    | StdDev   | Median   | Gen0   | Allocated |
|--------- |---------:|---------:|---------:|---------:|-------:|----------:|
| UseSplit | 57.78 ns | 1.245 ns | 3.031 ns | 57.51 ns | 0.0305 |     128 B |
| UseSpan  | 19.91 ns | 1.002 ns | 2.809 ns | 18.85 ns | 0.0134 |      56 B |

// * Hints *
Outliers
  CoffeeBench.UseSplit: Default -> 14 outliers were removed (75.77 ns..120.26 ns)
  CoffeeBench.UseSpan: Default  -> 9 outliers were removed (34.07 ns..39.00 ns)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Median    : Value separating the higher half of all measurements (50th percentile)
  Gen0      : GC Generation 0 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
Run time: 00:02:36 (156.88 sec), executed benchmarks: 2

Global total time: 00:02:58 (178.7 sec), executed benchmarks: 2
// * Artifacts cleanup *
Artifacts cleanup is finished
